trial_id,round,batch_index,beta,smiles,ucb_value,true_f,mean_pred,std_pred,train_size,round_time_s
2,13,4,5.0,O=C(CC1NCCC1O)Cn1cnc2ncccc2c1=O,2.5418043,0.5689197910426927,0.45338026,0.9339716,79,44.83768606185913
2,13,5,5.0,CCC(C)C(=O)OC1CC(C)CC2C=CC(C)C(C=CC(=O)CC(O)CC(=O)O)C21,2.51399,0.5689532701612526,0.38811076,0.9507221,80,44.87025761604309
2,14,1,5.0,N=C(N)c1ccc(C(=O)NCC(=O)N2CCN(CCC(=O)O)C(=O)C2CC(=O)O)cc1,2.564913,0.5993846788616375,0.5439849,0.9037865,81,47.36001658439636
2,14,2,5.0,CCCCCCNC1CC(=O)OC1C(O)C(=O)NC(CC(C)C)C1Cc2cccc(O)c2C(=O)O1,2.5582533,0.595011183941259,0.5003572,0.9203191,82,47.39456844329834
2,14,3,5.0,NCCCC(Cc1cn(C2CC3CCC2C3)cn1)C(=O)O,2.54179,0.5086293283105567,0.4374237,0.9411012,83,47.42961382865906
2,14,4,5.0,Cn1c(Cc2nc3cc(F)c(F)cc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,2.539808,0.5116320540469066,0.47551176,0.92318135,84,47.46576690673828
2,14,5,5.0,COCCCN1CC(C)N(C(=O)N2Cc3c([nH][nH]c3=NC(=O)c3cnccn3)C2(C)C)CC1C,2.5277047,0.5471282241771881,0.42760718,0.9391921,85,47.5025200843811
2,15,1,5.0,O=C(NCC(NS(=O)(=O)c1c(Cl)cccc1Cl)C(=O)O)C1=NOC(CCCCNc2ncc[nH]2)C1,2.5672724,0.5406644507277275,0.5085645,0.92068213,86,51.65448260307312
2,15,2,5.0,NCCCCCCOc1ccc2c(c1)CCN(CC(=O)O)C2=O,2.5616295,0.6220711015805263,0.5203387,0.912893,87,51.69288182258606
2,15,3,5.0,CCCCC=CC(=O)NC(Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N2CCCC2C(=O)N2CCCCC2C(=O)NC(C)C(=O)N2CCCC2C(=O)OC1C,2.5393686,0.5253191435133073,0.44391584,0.937115,88,51.73264265060425
2,15,4,5.0,O=C(O)C1CCN1CC(O)Cn1ccnc1[N+](=O)[O-],2.5385814,0.5311179784307862,0.42772272,0.94400465,89,51.77313685417175
2,15,5,5.0,C=C(CCC12OC(c3nnc(S)n3C)C(O)(C(=O)O)C(C(=O)O)(O1)C(OC(=O)C=CC(C)CC(C)CC)C2O)C(C(C)=O)C(C)Cc1ccccc1,2.5382705,0.5572054655542623,0.460387,0.92925775,90,51.81448197364807
2,16,1,5.0,CC(=O)C(CC(=O)O)C1CC2c3c(c4ccccc4n3C)CC(C1CO)N2C,2.565507,0.533566749966868,0.5148078,0.9171006,91,54.02783799171448
2,16,2,5.0,CCCCCC(C=Cc1ncccc1OCCCCCC(=O)O)=NNC1=NCCN1,2.5562012,0.6163508700374453,0.49482083,0.9218773,92,54.0799355506897
2,16,3,5.0,O=C(O)CN1CCN(CC(=O)O)CCN(CC(Cc2ccc([N+](=O)[O-])cc2)N(CC(=O)O)CC(=O)O)CC1,2.5561268,0.6289980169167282,0.49090478,0.9235953,93,54.12561368942261
2,16,4,5.0,COC12C(COC(N)=O)C3=C(C(=O)C(CSCCO)=C(N)C3=O)N1CC1NC12,2.5257595,0.4881988336075515,0.40831336,0.94695073,94,54.17709040641785
2,16,5,5.0,N=C1C(=Cc2ccc(O)c(O)c2)C(=O)N=C2SC(CC(=O)N3CCCC3)=NN12,2.5391393,0.583080994077981,0.44380504,0.93706197,95,54.22774386405945
2,17,1,5.0,O=C(O)CN(C(=O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCCCC1,2.571907,0.6490151414294943,0.5144778,0.92011034,96,57.90575432777405
2,17,2,5.0,CC(=CCCC(C)(O)CCCC1=CC(=O)N(CC(=O)O)C1)CCCC(C)C=C1OC(=O)C(C)=C1O,2.563144,0.6095658660286545,0.4798612,0.93167233,97,57.95411682128906
2,17,3,5.0,NCC(N)CC(=O)N1CCN(C(=O)CCn2cccc(O)c2=O)CC1,2.56312,0.5960479786055637,0.5521416,0.8993368,98,58.00307869911194
2,17,4,5.0,O=C(NCCCCCCN1CC(O)C(O)C(O)C1CO)c1cccnc1,2.5481973,0.6270905055315155,0.4986815,0.91657126,99,58.05305814743042
2,17,5,5.0,CC(C)C(=O)Nc1nc2c(ncn2C2CC(OC(=O)NC(CCC(=O)O)C(=O)O)C(COC(=O)NC(CCC(=O)O)C(=O)O)O2)c(=O)[nH]1,2.5436473,0.5013966552995314,0.49540913,0.916,100,58.104042530059814
2,18,1,5.0,CCCCCCCC(CC(=O)NC1CCCCN(O)C1=O)OC(=O)C(CCCCN(O)C=O)NC(=O)c1coc(-c2ccccc2O)n1,2.5765786,0.6016385037938109,0.5514394,0.90566987,101,60.0434844493866
2,18,2,5.0,CC(C)c1csc(CCc2ccn3c(=O)c(C=CC(=O)O)c(N4CCC(O)C4)nc3c2)n1,2.5665698,0.628798233515881,0.49942803,0.9244539,102,60.09714365005493
2,18,3,5.0,C=CC1C(=CCc2cc(C(=O)[O-])c[n+](CCCC(=O)O)c2)C(C(=O)OC)=COC1OC1OC(CO)C(O)C(O)C1O,2.5543652,0.6097085492084572,0.45564467,0.93857634,103,60.15176701545715
2,18,4,5.0,O=C(C1CCOC1)N1CCC(CCCCN=C(O)N2Cc3ccncc3C2)CC1,2.5503983,0.4762529401150774,0.480435,0.9257158,104,60.20736336708069
2,18,5,5.0,NC(CCP(=O)(O)CCC1C=CC=CC1)C(=O)O,2.5342982,0.5284820408621458,0.4164557,0.9471279,105,60.26445746421814
2,19,1,5.0,CC(C)OC(=O)c1c(O)cc(OCCCN2CCOCC2)cc1C=CCN1C(=O)C=CC1=O,2.5795252,0.6692230635814768,0.51475257,0.9233943,106,61.797871351242065
2,19,2,5.0,Nc1nc(O)c2c(n1)NCC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)s1)S2,2.5709014,0.5340949798056249,0.5553303,0.9013908,107,61.85766935348511
2,19,3,5.0,CCCCN(CCCC)C(=O)CN1CC(c2ccc3c(c2)OCO3)C(C(=O)O)C1CCc1ccoc1,2.564607,0.6243292651811866,0.4778388,0.9332311,108,61.91822552680969
2,19,4,5.0,O=C(O)CCCCCCN1C(=O)CCC1C=CC(O)C1CCCCC1,2.5569081,0.49097908774014254,0.5189134,0.91141903,109,61.98015236854553
2,19,5,5.0,NC(=O)Cn1c(=O)ccn(C2CC(O)C(CO)O2)c1=O,2.5555015,0.5042374901745558,0.4820155,0.92729115,110,62.042975425720215
